noun,h_adj,h_verb,h_adj_norm,h_verb_norm,delta,ratio,tau_entropy,variety_adj,variety_verb
authorship,3.6017792181866795,2.75,0.9733381685774428,0.979569764547061,0.8517792181866795,1.309737897522429,1.133309157112786,13,7
conference,7.374811114572816,4.5898984766646285,0.8503747018589274,0.7566486961459028,2.784912637908188,1.6067481997841309,1.748126490705363,408,67
nègre,2.75,0.0,0.979569764547061,0.0,2.75,,1.102151177264695,7,1
faking,0.0,1.0,0.0,1.0,-1.0,0.0,6.0,1,2
anxiety,7.60482052342119,6.7676112629913,0.8413418166962249,0.8804541467287647,0.8372092604298897,1.1237082373522502,1.7932909165188757,526,206
kestrel,1.0,0.9182958340544896,1.0,0.9182958340544896,0.08170416594551044,1.0889736868180786,1.0,2,2
fireweed,1.9362600275315274,0.0,0.9681300137657637,0.0,1.9362600275315274,,1.1593499311711817,4,1
waymake,1.5304930567574826,1.0,0.9656336071428252,1.0,0.5304930567574826,1.5304930567574826,1.1718319642858739,3,2
machinery,7.559800588462372,5.950960059890423,0.8599318070086355,0.9676755717346845,1.6088405285719496,1.2703497439708198,1.7003409649568226,443,71
stitched,0.9852281360342515,1.0,0.9852281360342515,1.0,-0.014771863965748477,0.9852281360342515,1.0738593198287423,2,2
motility,3.090199876515855,1.584962500721156,0.9748495232883484,1.0,1.505237375794699,1.9496990465766968,1.125752383558258,9,3
hradani,4.190734854760093,2.807354922057604,0.9696447425207131,1.0,1.3833799327024887,1.4927698745296385,1.1517762873964346,20,7
uglier,0.9957274520849255,2.0,0.9957274520849255,1.0,-1.0042725479150745,0.49786372604246276,1.0213627395753724,2,4
resentment,7.1696477958316365,6.257505189904164,0.8754336242841454,0.9245471000245559,0.9121426059274729,1.14576777457558,1.622831878579273,292,109
skateboarder,2.555913095175825,0.0,0.988762155916294,0.0,2.555913095175825,,1.05618922041853,6,1
gift,7.559168708732386,5.7773992540557,0.7653678669949961,0.7226849925621698,1.7817694546766862,1.3084033795008878,2.1731606650250193,940,255
wastrel,4.422293361389337,0.0,0.9776130855172486,0.0,4.422293361389337,,1.111934572413757,23,1
caseworker,2.9715107774877745,0.0,0.8030155883691862,0.0,2.9715107774877745,,1.9849220581540692,13,1
slumbering,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
pulse,7.5802105405403895,5.760964445603605,0.8252926966932798,0.7848885799218644,1.8192460949367844,1.3157884607889074,1.8735365165336013,582,162
webcam,3.179976318287834,0.0,0.9572682573057495,0.0,3.179976318287834,,1.2136587134712524,10,1
tameness,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
impurity,4.978933503441909,3.708132064658602,0.948742811459839,0.9491261590039587,1.270801438783307,1.3427066287350007,1.256285942700805,38,15
copyright,4.1355941138732035,2.610372356225586,0.7999330962672476,0.5319809572607489,1.5252217576476177,1.5842927940950848,2.0003345186637618,36,30
dirtie,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
leak,6.2918233613336865,3.9342904823810327,0.8614474582775525,0.6970926171912383,2.3575328789526537,1.599226948165219,1.6927627086122374,158,50
balancer,0.9182958340544896,1.0,0.9182958340544896,1.0,-0.08170416594551044,0.9182958340544896,1.4085208297275522,2,2
gnostic,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
bafflement,4.435697877276677,3.084962500721156,0.8871395754553355,0.9731973151785931,1.3507353765555212,1.4378449904139083,1.5643021227233225,32,9
shortfall,3.502924518281892,2.94770277922009,0.9771160835231161,0.9825675930733633,0.5552217390618024,1.1883574365013505,1.1144195823844196,12,8
jaguar,5.192284791589391,4.0,0.855952596238955,1.0,1.1922847915893913,1.2980711978973478,1.720237018805225,67,16
cleaning,4.449577522355605,3.192902471534675,0.6476479348574397,0.6572488601205054,1.2566750508209297,1.39358391370373,2.761760325712802,117,29
commandment,5.291936912199537,3.892407118592875,0.8723803336957177,0.9731017796482188,1.399529793606662,1.3595538059011152,1.6380983315214117,67,16
ssri,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
coral,5.902459796148597,3.7254805569978675,0.8903518296588058,0.9784957360855947,2.1769792391507297,1.5843485708337777,1.5482408517059711,99,14
shipman,0.9709505944546686,0.0,0.9709505944546686,0.0,0.9709505944546686,,1.145247027726657,2,1
translating,2.483127015704232,2.2516291673878226,0.8845076894959422,0.9697238998682473,0.23149784831640963,1.102813487971013,1.577461552520289,7,5
sink,6.58392522623954,5.218553750048252,0.8162475111269981,0.8730649755135773,1.3653714761912878,1.2616379061303458,1.9187624443650093,268,63
orchestration,3.9579393553211135,2.0,0.9894848388302784,1.0,1.9579393553211135,1.9789696776605568,1.052575805848608,16,4
sound,8.743581681398656,5.237099595817105,0.7625948315759641,0.5582343568715239,3.506482085581551,1.6695465727598906,2.1870258421201796,2828,667
prin,1.974937501201927,1.9219280948873623,0.9874687506009635,0.9609640474436811,0.053009406314564744,1.0275813681352484,1.0626562469951826,4,4
chappie,2.8145272645029524,1.0,0.9381757548343175,1.0,1.8145272645029524,2.8145272645029524,1.3091212258284126,8,2
waterline,3.0710347959641586,2.2359263506290326,0.9688036135135188,0.9629610647945144,0.8351084453351261,1.3734955067282002,1.1559819324324057,9,5
newts,2.0,0.0,1.0,0.0,2.0,,1.0,4,1
glade,5.730826974386239,3.9304269013799624,0.8552911772148809,0.8688787596060561,1.8004000730062764,1.4580673087633713,1.7235441139255956,104,23
connection,8.141785037804722,4.8402267347772066,0.8095931531439358,0.5984851899522171,3.301558303027515,1.6821081911939575,1.9520342342803212,1065,272
boxwood,3.7553669178842504,1.5,0.9612162987377773,0.9463946303571862,2.2553669178842504,2.503577945256167,1.1939185063111137,15,3
demurral,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
lance,6.311295487189304,5.901367859033324,0.8241213371299445,0.8982492479058529,0.4099276281559803,1.0694631546360047,1.8793933143502775,202,95
sharpening,2.6966202573293883,1.7709505944546688,0.9605555165618123,0.7627069065377662,0.9256696628747194,1.522696491801208,1.1972224171909387,7,5
panorama,6.254875819310693,4.718488437474713,0.9104139408322368,0.9815144739625643,1.5363873818359801,1.32561007665799,1.447930295838816,117,28
skulking,1.584962500721156,0.0,1.0,0.0,1.584962500721156,,1.0,3,1
never,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
pharmaceutical,4.778787617954134,2.584962500721156,0.931667759834475,1.0,2.1938251172329784,1.848687405183225,1.341661200827625,35,6
student,7.332018216998156,7.370288116692315,0.7181597245629291,0.9272707088073093,-0.03826989969415884,0.9948075436009775,2.4092013771853544,1184,247
bidder,2.0299494263625038,2.0,0.3527348580835634,1.0,0.02994942636250375,1.0149747131812519,4.236325709582183,54,4
satyr,4.844474518763859,3.7004397181410926,0.8821201940018256,1.0000000000000002,1.1440348006227667,1.3091618531209233,1.5893990299908718,45,13
countermeasure,4.298834903213523,3.6246803469736473,0.7922272682121514,0.9277660221783314,0.6741545562398756,1.185990071318357,2.038863658939243,43,15
gravimeter,1.5566567074628228,0.0,0.9821410328348752,0.0,1.5566567074628228,,1.089294835825624,3,1
fighting,6.392975149635704,4.995781558366718,0.7904796937091505,0.7995901917263539,1.3971935912689855,1.279674676513633,2.0476015314542475,272,76
buffer,5.332669782895072,3.8443845322359156,0.8887782971491788,0.9050023852971688,1.4882852506591568,1.3871322543776758,1.556108514254106,64,19
thumper,2.2689704621597437,1.0,0.8777575928187521,1.0,1.2689704621597437,2.2689704621597437,1.6112120359062394,6,2
elug,0.863120568566631,0.0,0.863120568566631,0.0,0.863120568566631,,1.684397157166845,2,1
unintelligible,0.0,1.0,0.0,1.0,-1.0,0.0,6.0,1,2
jeweller,4.581214256744564,1.5,0.9634747940219652,0.9463946303571862,3.0812142567445644,3.0541428378297097,1.1826260298901738,27,3
clinch,3.60991160266468,1.0,0.9239858435560868,1.0,2.60991160266468,3.60991160266468,1.380070782219566,15,2
busing,1.974937501201927,0.0,0.9874687506009635,0.0,1.974937501201927,,1.0626562469951826,4,1
perfection,7.308994578377189,5.767694739828333,0.8452188166660615,0.8906627799482474,1.5412998385488557,1.2672297873022889,1.7739059166696927,401,89
frota,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
sept,3.2941477256585454,1.0,0.890204401792918,1.0,2.2941477256585454,3.2941477256585454,1.5489779910354098,13,2
barkeep,3.2334140858058706,1.5,0.9346662811272861,0.9463946303571862,1.7334140858058706,2.155609390537247,1.3266685943635694,11,3
indigo,3.4215481365811984,3.7487781244591325,0.6843096273162397,0.8824957847315485,-0.3272299878779341,0.912710227969241,2.5784518634188016,32,19
dress,7.226706842986353,6.121413930283258,0.6949596083023936,0.7261073937334365,1.1052929127030948,1.1805617011512812,2.525201958488032,1350,345
zorpse,0.0,1.584962500721156,0.0,1.0,-1.584962500721156,0.0,6.0,1,3
nuthouse,1.9219280948873623,1.0,0.9609640474436811,1.0,0.9219280948873623,1.9219280948873623,1.1951797627815943,4,2
creep,6.39845748134399,0.5361304174378977,0.8625754513862037,0.13722688268786615,5.8623270639060925,11.934516813877943,1.6871227430689815,171,15
driver,7.858636307811805,7.081592210898007,0.8007755782088343,0.9188091653108259,0.7770440969137979,1.109727314673385,1.9961221089558285,900,209
stripe,5.923139884223409,4.827905846380545,0.717724465229509,0.7727211680981256,1.0952340378428644,1.22685488754176,2.4113776738524555,305,76
window,7.1696647767739226,6.860258976210998,0.6710736393077182,0.7465059786785605,0.3094058005629243,1.045101183736042,2.644631803461409,1645,584
pit,6.986862108959256,6.2744871923184995,0.7668486522250711,0.8788349411073787,0.7123749166407567,1.113535161489034,2.165756738874644,553,141
signage,4.294336065750451,1.5,0.9776925600776998,0.9463946303571862,2.794336065750451,2.8628907105003005,1.111537199611501,21,3
bene,2.9511430177077886,1.584962500721156,0.9837143392359295,1.0,1.3661805169866326,1.8619639369165024,1.0814283038203523,8,3
goose,3.827036439484099,4.693660689688186,0.5171056321661419,0.9474111229398692,-0.8666242502040871,0.8153628249890259,3.4144718391692903,169,31
babby,1.561278124459133,1.584962500721156,0.985056822321508,1.0,-0.023684376262023132,0.985056822321508,1.07471588839246,3,3
follower,6.7157706138502355,5.71043274997922,0.8266457818732579,0.9112218380021623,1.0053378638710155,1.1760528331017774,1.8667710906337107,279,77
dustcloud,1.5,0.0,0.9463946303571862,0.0,1.5,,1.268026848214069,3,1
oor,3.4729055953200554,1.584962500721156,0.968742516726867,1.0,1.8879430945988993,2.1911594714322185,1.1562874163656653,12,3
soporific,2.086048612313038,0.0,0.8984122363247571,0.0,2.086048612313038,,1.5079388183762146,5,1
bellyache,1.3092966682370037,1.7609640474436812,0.826074224242703,0.8804820237218406,-0.45166737920667743,0.743511300039121,1.8696288787864848,3,4
clinging,4.768747165380745,2.5216406363433186,0.9453557855600773,0.9755037590061086,2.2471065290374264,1.8911287741206457,1.2732210721996138,33,6
filtering,1.7839203075779344,2.4056390622295662,0.37108146506777906,0.9306282244165778,-0.6217187546516318,0.7415577571826516,4.144592674661105,28,6
acclimation,2.0,0.0,1.0,0.0,2.0,,1.0,4,1
cooperator,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
ish,5.843647573968881,2.584962500721156,0.9502256695133091,1.0,3.258685073247725,2.2606314684791804,1.2488716524334544,71,6
chatter,7.106658437356732,5.506171178246799,0.8123573130524022,0.9211834226801165,1.6004872591099328,1.2906715405857647,1.938213434737989,430,63
mocha,4.935157351766472,2.807354922057604,0.8934737024819085,1.0,2.127802429708868,1.757938518208211,1.5326314875904576,46,7
whimpering,4.792373826647353,3.7534343861887844,0.8017649981233006,0.9182797573862771,1.0389394404585683,1.2767970166952889,1.991175009383497,63,17
cougar,5.733375893415594,3.188721875540867,0.9629134806008884,0.9599009323677092,2.5446540178747266,1.7980169225147946,1.185432596995558,62,10
surprised,1.9739907092841498,0.0,0.7636438473414773,0.0,1.9739907092841498,,2.181780763292614,6,1
country,7.238275791174845,7.02253085271274,0.7061526890310081,0.848052801804823,0.2157449384621053,1.0307218213756604,2.4692365548449593,1218,311
mic,4.09620911567935,4.694878810048559,0.8268160684491478,0.9476569994219576,-0.5986696943692094,0.8724845265253999,1.8659196577542612,31,31
touw,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
competitiveness,3.6231192698112475,2.2516291673878226,0.9273664519512679,0.9697238998682473,1.371490102423425,1.609110115594447,1.3631677402436606,15,5
redwing,0.0,0.9182958340544896,0.0,0.9182958340544896,-0.9182958340544896,0.0,6.0,1,2
timetable,5.115409588633224,4.694019357121936,0.8591267942760942,0.9226641065683525,0.4213902315112872,1.0897717285447361,1.7043660286195292,62,34
afoot,4.546648244099764,1.584962500721156,0.9265843930102786,1.0,2.9616857433786077,2.868615656225964,1.367078034948607,30,3
ministration,5.495540364715909,4.204841640500034,0.8878345924735334,0.9295421796687863,1.2906987242158747,1.306955370633741,1.5608270376323332,73,23
murderer,7.162916110446238,6.290459717216237,0.8304147799059561,0.9427546049331442,0.8724563932300011,1.1386951721258451,1.8479261004702194,395,102
trustworthiness,2.5726236638951643,2.0,0.9163870388036304,1.0,0.5726236638951643,1.2863118319475821,1.4180648059818481,7,4
snowmobiler,0.9910760598382222,0.0,0.9910760598382222,0.0,0.9910760598382222,,1.0446197008088889,2,1
complacence,1.5304930567574826,0.0,0.9656336071428252,0.0,1.5304930567574826,,1.1718319642858739,3,1
explore,2.292481250360578,1.0,0.9873179343530822,1.0,1.292481250360578,2.292481250360578,1.0634103282345888,5,2
goth,3.8301826981560256,2.0,0.980365998080746,1.0,1.8301826981560256,1.9150913490780128,1.09817000959627,15,4
antenna,6.75366123441032,5.020855120471211,0.9084060463581692,0.925287531560346,1.7328061139391089,1.3451217118124061,1.457969768209154,173,43
prostate,3.2128522662395596,4.120950594454667,0.8223553200724171,0.9109968282708603,-0.9080983282151078,0.7796386276901536,1.8882233996379147,15,23
newsletter,4.0053711166498465,3.5325732575026194,0.7096869555086451,0.9278287235678871,0.47279785914722705,1.1338395058455137,2.4515652224567743,50,14
clouding,2.251629167387823,0.0,0.9697238998682475,0.0,2.251629167387823,,1.1513805006587625,5,1
attention,5.857132104932877,4.566571538731555,0.5884083377802337,0.5307728805996728,1.2905605662013215,1.2826103905863253,3.0579583110988313,992,389
scumble,1.584962500721156,0.0,1.0,0.0,1.584962500721156,,1.0,3,1
could,2.3889898850810356,0.0,0.7191576147472392,0.0,2.3889898850810356,,2.4042119262638044,10,1
oubliette,2.946439344671015,2.0,0.9821464482236717,1.0,0.9464393446710151,1.4732196723355075,1.0892677588816415,8,4
humdinger,1.37088490928384,0.0,0.68544245464192,0.0,1.37088490928384,,2.5727877267904002,4,1
façade,7.54202596013125,5.462174935629035,0.9248552033011458,0.944790707772613,2.079851024502215,1.380773418832785,1.3757239834942712,285,55
doozy,0.7939924338116537,0.8112781244591328,0.5009534506023885,0.8112781244591328,-0.01728569064747909,0.9786932617479324,3.4952327469880577,3,2
bodkin,2.6559602998280205,0.0,0.9460721474723184,0.0,2.6559602998280205,,1.269639262638408,7,1
potency,5.486074604934179,3.798604713665463,0.880756830071968,0.7466599427253772,1.6874698912687158,1.4442341381818569,1.59621584964016,75,34
persiflage,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
fetishist,2.807354922057604,0.0,1.0,0.0,2.807354922057604,,1.0,7,1
sodomite,1.4355205042826666,0.0,0.9057125980138372,0.0,1.4355205042826666,,1.471437009930814,3,1
flippancy,3.7769532129194525,2.2516291673878226,0.9442383032298631,0.9697238998682473,1.52532404553163,1.6774312873647843,1.2788084838506844,16,5
share,3.949784956774369,5.277023769076522,0.5080248406156326,0.7155248210127555,-1.3272388123021535,0.7484872400841166,3.459875796921837,219,166
depositor,3.8159573209491744,1.5,0.9767248986287058,0.9463946303571862,2.3159573209491744,2.5439715472994497,1.116375506856471,15,3
overcaptain,2.941176052518874,0.0,0.9278377410130026,0.0,2.941176052518874,,1.3608112949349866,9,1
spiky,3.444609245099321,2.25,0.8611523112748303,0.9690222556651344,1.194609245099321,1.5309374422663649,1.6942384436258486,16,5
despise,2.155913095175825,1.5219280948873621,0.9285012313356799,0.9602297178607612,0.6339850002884628,1.4165669865864352,1.3574938433216008,5,3
kielbasa,0.0,0.9182958340544896,0.0,0.9182958340544896,-0.9182958340544896,0.0,6.0,1,2
standard,7.125250302527574,5.413610107732307,0.7516261035674258,0.7571750465081273,1.711640194795267,1.3161735257495764,2.2418694821628713,714,142
inopportune,0.4975187363281358,0.0,0.31389937370869364,0.0,0.4975187363281358,,4.430503131456532,3,1
pressman,2.0,0.0,1.0,0.0,2.0,,1.0,4,1
armchair,6.719981048846814,4.7303885422075345,0.8195426312465564,0.9460777084415068,1.98959250663928,1.420598115543125,1.9022868437672182,294,32
eminence,5.437976224570539,3.9841837197791885,0.9206157006891926,0.9747327069425888,1.4537925047913505,1.364890930499541,1.3969214965540369,60,17
urethra,2.0,0.0,1.0,0.0,2.0,,1.0,4,1
transvestite,4.310572992699734,1.584962500721156,0.9813892252743173,1.0,2.7256104919785775,2.719668756035823,1.0930538736284137,21,3
assailant,5.514152821139256,5.445126811693857,0.802599723042595,0.9697966525199709,0.06902600944539916,1.0126766578323134,1.9870013847870251,117,49
curler,3.185087141573741,2.584962500721156,0.7497979029759263,1.0,0.6001246408525849,1.2321599020044436,2.2510104851203687,19,6
carapace,5.508939536678307,4.297276053077189,0.8764657129095402,0.9499761680777182,1.211663483601118,1.2819608209096716,1.6176714354522987,78,23
imagination,6.5758601803067505,5.48548366591847,0.7299675066743543,0.7491856782571772,1.0903765143882804,1.1987749086124955,2.3501624666282286,515,160
poison,7.301361058083482,6.922764679673682,0.854656896018133,0.9280552505337324,0.3785963784098003,1.0546886101042,1.7267155199093351,373,176
countermissile,1.584962500721156,1.0,1.0,1.0,0.5849625007211561,1.584962500721156,1.0,3,2
condolence,4.205957520162548,2.9163802666672147,0.7490961486764669,0.6747868549958421,1.2895772534953336,1.4421841925878338,2.2545192566176655,49,20
